nct_id,brief_title,overall_status,has_results,evidence_tier,completion_date,primary_outcome_measure,title,acronym,brief_summary,detailed_description,conditions,keywords,intervention_names,intervention_types,intervention_descriptions,study_type,phases,allocation,intervention_model,primary_purpose,masking,enrollment,enrollment_type,why_stopped,start_date,primary_completion_date,lead_sponsor,lead_sponsor_class,primary_outcome_timeframe,secondary_outcome_measure,eligibility_criteria,min_age,max_age,sex,results_outcomes_json,reference_pmids,url,source
NCT05212610,Assessing Safety of Coronavirus Infection (COVID-19) Messenger RNA (mRNA) Vaccine Administration in the Setting of a Previous Adverse Reaction,COMPLETED,True,13,2025-03-07,"Participants Who Had a Reaction to an Initial or Additional Dose of the Pfizer-BioNTech or Moderna COVID-19 mRNA Vaccine, or Who Had Long COVID; Number of Participants With Treatment-related Allergic Reaction Adverse Events",Assessing Safety of COVID-19 mRNA Vaccine Administration in the Setting of a Previous Adverse Reaction,,"This study will evaluate the safety of administering an additional dose of an mRNA COVID-19 vaccine or mRNA bivalent COVID-19 booster vaccine to individuals who have had adverse reactions to a previous dose or administering an initial dose of an mRNA COVID-19 vaccine to individuals with a personal history of allergic reaction. In addition, this study will evaluate the safety of administering an initial or additional dose or bivalent booster of an mRNA COVID-19 vaccine to individuals experiencing an adverse reaction to a natural COVID-19 infection (""long COVID""). Eligible participants enrolled in this trial will receive an initial or additional dose of either the Pfizer-BioNTech COVID-19 bivalent vaccine or the Moderna COVID-19 bivalent vaccine. Participants will also be required to have 1-2 in person visits along with phone call follow up visits. We hypothesize that individuals who have had adverse reactions to a previous dose of an mRNA COVID-19 vaccine will tolerate an additional dose of the primary mRNA vaccine or bivalent booster, as indicated, and those with a personal history of allergic reaction will tolerate an initial dose of an mRNA COVID-19 vaccine. We also hypothesize that those individuals experiencing an adverse reaction will tolerate an initial or additional dose of a primary mRNA COVID-19 bivalent vaccine, as indicated. The study hypothesizes that individuals that have had adverse reactions to a dose of an mRNA COVID-19 vaccine will tolerate an additional dose and those with a personal history of allergic reaction will tolerate vaccination with an mRNA COVID-19 vaccine.",,COVID-19; Corona Virus Infection,mRNA vaccine; Adverse reactions; Vaccine re-challenge; Allergic reactions; Long COVID infection,Pfizer-BioNTech mRNA COVID-19 vaccine; Moderna mRNA COVID-19 vaccine,BIOLOGICAL; BIOLOGICAL,Participants will receive an initial or additional dose of a highly protective COVID-19 mRNA vaccine for the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) virus in an environment where the investigators and staff are experienced in the care of patients with allergic reactions.; Participants will receive an initial or additional dose of a highly protective COVID-19 mRNA vaccine for the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) virus in an environment where the investigators and staff are experienced in the care of patients with allergic reactions.,INTERVENTIONAL,PHASE4,NON_RANDOMIZED,SINGLE_GROUP,TREATMENT,NONE,137,ACTUAL,,2022-03-21,2025-03-07,University of Michigan,OTHER,up to approximately 7 days after the vaccine is given; up to approximately 7 days after the vaccine is given,Number of Non-allergic Clinical Adverse Reactions,"Inclusion Criteria 1. Age over 18. 2. Participant must be able to understand and provide informed consent 3. No evidence of infectious illness (defined as fever \>38⁰C, vomiting, diarrhea, new cough, new shortness of breath, new congestion, new runny nose, new headache or sore throat) within 14 days of vaccine administration. 4. Subjects must have a history of adverse reaction to either the Pfizer-BioNTech mRNA COVID vaccination or the Moderna mRNA COVID vaccination, a personal history of allergic reaction without prior mRNA COVID vaccination, or a history of adverse reaction to natural COVID infection. 5. Females of childbearing potential must have a negative pregnancy test prior to vaccination. Exclusion Criteria 1. Under age 18 2. Inability or unwillingness of a participant to give written informed consent 3. Evidence of COVID-19 infection within 21 days of vaccination visit 4. History of antibody agent or convalescent plasma for treatment or prevention of COVID-19 within 90 days 5. Individuals with known history of a severe allergic reaction (e.g., anaphylaxis) to any component of the Pfizer-BioNTech mRNA COVID-19 vaccination or the Moderna mRNA COVID-19 vaccination. 6. History of underlying immune disorder. * Pregnancy * Immunocompromised * Persons with primary or acquired immunodeficiency * Persons on anti-rejection therapy following solid organ transplant or bone marrow transplant * Persons on biologic therapeutic agents * Persons with malignancy and ongoing or recent chemotherapy * Persons receiving systemic immunosuppressive therapy, including corticosteroids equivalent to 20 mg/day of prednisone for 2 weeks * Persons with chronic kidney disease stage 3 or higher * Persons with history of significant pulmonary compromise",18 Years,,ALL,"[{""type"": ""PRIMARY"", ""title"": ""Participants Who Had a Reaction to an Initial or Additional Dose of the Pfizer-BioNTech or Moderna COVID-19 mRNA Vaccine, or Who Had Long COVID"", ""description"": ""Results reflect the number of participants who had previously received the Pfizer-BioNTech, the Moderna mRNA COVID-19 vaccine, or both, and who had experienced an adverse reaction (AR). An AR would be any symptom reported or objective finding during the 30-minute observation, or any symptom reported at the 7 day follow up. ARs were graded using the FDA Guidance for Industry Toxicity Grading Scale for Healthy Adult and Adolescent Volunteers Enrolled in Preventive Vaccine Clinical Trials, which ut"", ""unit"": ""Participants"", ""time_frame"": ""up to approximately 7 days after the vaccine is given"", ""param_type"": ""COUNT_OF_PARTICIPANTS"", ""n_groups"": 2}, {""type"": ""PRIMARY"", ""title"": ""Number of Participants With Treatment-related Allergic Reaction Adverse Events"", ""description"": ""The safety of administering an initial or additional dose will be determined by using the grading of systemic allergic reactions will be based on a scale of 1 (mild reaction) to 5 (severe reaction, including death) according to criteria set forth in the Consortium of Food Allergy Research (CoFAR) grading scale (version 3.0) modified for adults as well as the Brighton Collaboration to grade the diagnostic certainty of anaphylaxis. Results reflect the number of participants who received an initial"", ""unit"": ""Participants"", ""time_frame"": ""up to approximately 7 days after the vaccine is given"", ""param_type"": ""COUNT_OF_PARTICIPANTS"", ""n_groups"": 2}, {""type"": ""SECONDARY"", ""title"": ""Number of Non-allergic Clinical Adverse Reactions"", ""description"": ""Results reflect the number of participants who experienced a non-allergic clinical adverse reaction (AR). A non-allergic clinical AR was determined by non-allergic symptomatology and time frame from when the participant received a vaccine. Nonallergic ARs were symptoms that were inconsistent with an IgE-mechanism or had an onset greater than 1 hour following vaccination. ARs were graded using the FDA Guidance for Industry Toxicity Grading Scale for Healthy Adult and Adolescent Volunteers Enrolle"", ""unit"": ""Participants"", ""time_frame"": ""up to approximately 7 days after the vaccine is given"", ""param_type"": ""COUNT_OF_PARTICIPANTS"", ""n_groups"": 2}]",,https://clinicaltrials.gov/study/NCT05212610,ClinicalTrials.gov
